Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
306 global -1.0 0.5 -0.002083 .2 0.1 0.58 26
307 global 1.0 0.5 -0.035345 .2 0.1 0.58 1
308 global -1.0 0.5 0.003002 .2 0.1 0.58 2
309 global 1.0 0.5 -0.039422 .2 0.1 0.58 27
310 global -1.0 0.5 -0.018259 .2 0.1 0.58 27
311 global 1.0 0.5 -0.018384 .2 0.1 0.58 2
312 global -1.0 0.5 0.026113 .2 0.1 0.58 3
313 global 1.0 0.5 -0.024967 .2 0.1 0.58 28
314 global -1.0 0.5 -0.002581 .2 0.1 0.58 28
315 global 1.0 0.5 0.004835 .2 0.1 0.58 3
316 global -1.0 0.5 0.005304 .2 0.1 0.58 4
317 global 1.0 0.5 -0.001332 .2 0.1 0.58 29
318 global -1.0 0.5 0.020068 .2 0.1 0.58 29
319 global 1.0 0.5 -0.016231 .2 0.1 0.58 4
320 global -1.0 0.5 -0.033398 .2 0.1 0.58 5
321 global 1.0 0.5 0.003116 .2 0.1 0.58 30
322 global -1.0 0.5 0.024158 .2 0.1 0.58 30
323 global 1.0 0.5 -0.053687 .2 0.1 0.58 5
324 global -1.0 0.5 -0.012428 .2 0.1 0.58 6
325 global 1.0 0.5 0.045994 .2 0.1 0.58 31
326 global -1.0 0.5 0.067602 .2 0.1 0.58 31
327 global 1.0 0.5 -0.033907 .2 0.1 0.58 6
328 global -1.0 0.5 0.025917 .2 0.1 0.58 7
329 global 1.0 0.5 -0.036131 .2 0.1 0.58 32
330 global -1.0 0.5 -0.014208 .2 0.1 0.58 32
331 global 1.0 0.5 0.004580 .2 0.1 0.58 7
332 global -1.0 0.5 0.005775 .2 0.1 0.58 8
333 global 1.0 0.5 -0.043464 .2 0.1 0.58 33
334 global -1.0 0.5 -0.021767 .2 0.1 0.58 33
335 global 1.0 0.5 -0.015509 .2 0.1 0.58 8
336 global -1.0 0.5 0.039775 .2 0.1 0.58 9
337 global 1.0 0.5 -0.015974 .2 0.1 0.58 34
338 global -1.0 0.5 0.005215 .2 0.1 0.58 34
339 global 1.0 0.5 0.018263 .2 0.1 0.58 9
340 global -1.0 0.5 0.041830 .2 0.1 0.58 10
341 global 1.0 0.5 -0.018988 .2 0.1 0.58 35
342 global -1.0 0.5 0.002521 .2 0.1 0.58 35
343 global 1.0 0.5 0.020344 .2 0.1 0.58 10
344 global -1.0 0.5 -0.018354 .2 0.1 0.58 11
345 global 1.0 0.5 -0.027070 .2 0.1 0.58 36
346 global -1.0 0.5 -0.005695 .2 0.1 0.58 36
347 global 1.0 0.5 -0.039748 .2 0.1 0.58 11
348 global -1.0 0.5 0.007446 .2 0.1 0.58 12
349 global 1.0 0.5 -0.016603 .2 0.1 0.58 37
350 global -1.0 0.5 0.004910 .2 0.1 0.58 37
351 global 1.0 0.5 -0.014116 .2 0.1 0.58 12
352 global -1.0 0.5 0.017640 .2 0.1 0.58 13
353 global 1.0 0.5 0.016344 .2 0.1 0.58 38
354 global -1.0 0.5 0.037972 .2 0.1 0.58 38
355 global 1.0 0.5 -0.004353 .2 0.1 0.58 13
356 global -1.0 0.5 -0.029300 .2 0.1 0.58 14
357 global 1.0 0.5 0.031330 .2 0.1 0.58 39
358 global -1.0 0.5 0.054950 .2 0.1 0.58 39
359 global 1.0 0.5 -0.051421 .2 0.1 0.58 14
