Trial noise_type coaxial_lum test_lum match_lum grating_freq grating_contrast noise_freq rep
323 global 1.0 0.5 -0.960856 .2 0.1 0.58 5
324 global -1.0 0.5 -0.827249 .2 0.1 0.58 6
325 global 1.0 0.5 1.820053 .2 0.1 0.58 31
326 global -1.0 0.5 1.469657 .2 0.1 0.58 31
327 global 1.0 0.5 -0.355326 .2 0.1 0.58 6
328 global -1.0 0.5 0.156047 .2 0.1 0.58 7
329 global 1.0 0.5 -0.424520 .2 0.1 0.58 32
330 global -1.0 0.5 -0.816787 .2 0.1 0.58 32
331 global 1.0 0.5 0.483630 .2 0.1 0.58 7
332 global -1.0 0.5 -0.303372 .2 0.1 0.58 8
333 global 1.0 0.5 -0.639144 .2 0.1 0.58 33
334 global -1.0 0.5 -0.940608 .2 0.1 0.58 33
335 global 1.0 0.5 0.058892 .2 0.1 0.58 8
336 global -1.0 0.5 0.552200 .2 0.1 0.58 9
337 global 1.0 0.5 0.245905 .2 0.1 0.58 34
338 global -1.0 0.5 -0.071488 .2 0.1 0.58 34
339 global 1.0 0.5 0.906218 .2 0.1 0.58 9
340 global -1.0 0.5 0.532475 .2 0.1 0.58 10
341 global 1.0 0.5 -0.043778 .2 0.1 0.58 35
342 global -1.0 0.5 -0.398485 .2 0.1 0.58 35
343 global 1.0 0.5 0.976789 .2 0.1 0.58 10
344 global -1.0 0.5 -0.807628 .2 0.1 0.58 11
345 global 1.0 0.5 -0.357672 .2 0.1 0.58 36
346 global -1.0 0.5 -0.713971 .2 0.1 0.58 36
347 global 1.0 0.5 -0.575751 .2 0.1 0.58 11
348 global -1.0 0.5 0.004935 .2 0.1 0.58 12
349 global 1.0 0.5 0.138901 .2 0.1 0.58 37
350 global -1.0 0.5 -0.127784 .2 0.1 0.58 37
351 global 1.0 0.5 0.369290 .2 0.1 0.58 12
352 global -1.0 0.5 -0.069311 .2 0.1 0.58 13
353 global 1.0 0.5 1.113180 .2 0.1 0.58 38
354 global -1.0 0.5 0.749336 .2 0.1 0.58 38
355 global 1.0 0.5 0.335848 .2 0.1 0.58 13
356 global -1.0 0.5 -1.216954 .2 0.1 0.58 14
357 global 1.0 0.5 0.547409 .2 0.1 0.58 39
358 global -1.0 0.5 0.241968 .2 0.1 0.58 39
359 global 1.0 0.5 -0.865783 .2 0.1 0.58 14
360 global -1.0 0.5 0.332804 .2 0.1 0.58 15
361 global 1.0 0.5 -0.020270 .2 0.1 0.58 40
362 global -1.0 0.5 -0.276575 .2 0.1 0.58 40
363 global 1.0 0.5 0.666051 .2 0.1 0.58 15
364 global -1.0 0.5 -0.574035 .2 0.1 0.58 16
365 global 1.0 0.5 0.222437 .2 0.1 0.58 41
366 global -1.0 0.5 -0.058756 .2 0.1 0.58 41
367 global 1.0 0.5 -0.148852 .2 0.1 0.58 16
368 global -1.0 0.5 -0.635161 .2 0.1 0.58 17
369 global 1.0 0.5 0.272576 .2 0.1 0.58 42
370 global -1.0 0.5 -0.143847 .2 0.1 0.58 42
371 global 1.0 0.5 -0.254519 .2 0.1 0.58 17
372 global -1.0 0.5 -0.397450 .2 0.1 0.58 18
373 global 1.0 0.5 0.325026 .2 0.1 0.58 43
374 global -1.0 0.5 0.067535 .2 0.1 0.58 43
375 global 1.0 0.5 0.061975 .2 0.1 0.58 18
376 global -1.0 0.5 0.480670 .2 0.1 0.58 19
377 global 1.0 0.5 -0.252969 .2 0.1 0.58 44
378 global -1.0 0.5 -0.679768 .2 0.1 0.58 44
379 global 1.0 0.5 0.774961 .2 0.1 0.58 19
380 global -1.0 0.5 -0.139413 .2 0.1 0.58 20
381 global 1.0 0.5 -0.627280 .2 0.1 0.58 45
382 global -1.0 0.5 -0.992673 .2 0.1 0.58 45
383 global 1.0 0.5 0.292366 .2 0.1 0.58 20
384 global -1.0 0.5 0.210161 .2 0.1 0.58 21
385 global 1.0 0.5 0.698569 .2 0.1 0.58 46
386 global -1.0 0.5 0.417643 .2 0.1 0.58 46
387 global 1.0 0.5 0.659095 .2 0.1 0.58 21
388 global -1.0 0.5 0.597881 .2 0.1 0.58 22
389 global 1.0 0.5 -0.230559 .2 0.1 0.58 47
390 global -1.0 0.5 -0.503182 .2 0.1 0.58 47
391 global 1.0 0.5 0.940654 .2 0.1 0.58 22
392 global -1.0 0.5 -1.025151 .2 0.1 0.58 23
393 global 1.0 0.5 0.042931 .2 0.1 0.58 48
394 global -1.0 0.5 -0.361648 .2 0.1 0.58 48
395 global 1.0 0.5 -0.647488 .2 0.1 0.58 23
396 global -1.0 0.5 -0.286608 .2 0.1 0.58 24
397 global 1.0 0.5 -0.601039 .2 0.1 0.58 49
398 global -1.0 0.5 -0.940043 .2 0.1 0.58 49
399 global 1.0 0.5 0.072426 .2 0.1 0.58 24
400 global -1.0 0.5 -0.391907 .2 0.1 1.00 0
401 global 1.0 0.5 0.066221 .2 0.1 1.00 25
402 global -1.0 0.5 -0.289984 .2 0.1 1.00 25
403 global 1.0 0.5 -0.044525 .2 0.1 1.00 0
404 global -1.0 0.5 0.178753 .2 0.1 1.00 1
405 global 1.0 0.5 0.589532 .2 0.1 1.00 26
406 global -1.0 0.5 0.259611 .2 0.1 1.00 26
407 global 1.0 0.5 0.522579 .2 0.1 1.00 1
408 global -1.0 0.5 0.024178 .2 0.1 1.00 2
409 global 1.0 0.5 -0.074274 .2 0.1 1.00 27
410 global -1.0 0.5 -0.398785 .2 0.1 1.00 27
411 global 1.0 0.5 0.283856 .2 0.1 1.00 2
412 global -1.0 0.5 0.185632 .2 0.1 1.00 3
413 global 1.0 0.5 -0.185765 .2 0.1 1.00 28
414 global -1.0 0.5 -0.515309 .2 0.1 1.00 28
415 global 1.0 0.5 0.599737 .2 0.1 1.00 3
416 global -1.0 0.5 -0.181710 .2 0.1 1.00 4
417 global 1.0 0.5 -0.130999 .2 0.1 1.00 29
418 global -1.0 0.5 -0.432660 .2 0.1 1.00 29
419 global 1.0 0.5 0.202153 .2 0.1 1.00 4
420 global -1.0 0.5 0.052091 .2 0.1 1.00 5
421 global 1.0 0.5 0.144843 .2 0.1 1.00 30
422 global -1.0 0.5 -0.140711 .2 0.1 1.00 30
423 global 1.0 0.5 0.477191 .2 0.1 1.00 5
424 global -1.0 0.5 -0.604389 .2 0.1 1.00 6
425 global 1.0 0.5 0.178620 .2 0.1 1.00 31
426 global -1.0 0.5 -0.081296 .2 0.1 1.00 31
427 global 1.0 0.5 -0.252621 .2 0.1 1.00 6
428 global -1.0 0.5 -0.173200 .2 0.1 1.00 7
429 global 1.0 0.5 0.326017 .2 0.1 1.00 32
430 global -1.0 0.5 0.015670 .2 0.1 1.00 32
431 global 1.0 0.5 0.109899 .2 0.1 1.00 7
432 global -1.0 0.5 -0.192398 .2 0.1 1.00 8
433 global 1.0 0.5 0.557117 .2 0.1 1.00 33
434 global -1.0 0.5 0.249935 .2 0.1 1.00 33
435 global 1.0 0.5 0.115457 .2 0.1 1.00 8
436 global -1.0 0.5 -0.299216 .2 0.1 1.00 9
437 global 1.0 0.5 0.136121 .2 0.1 1.00 34
438 global -1.0 0.5 -0.180104 .2 0.1 1.00 34
439 global 1.0 0.5 0.079245 .2 0.1 1.00 9
440 global -1.0 0.5 -0.464008 .2 0.1 1.00 10
441 global 1.0 0.5 -0.071458 .2 0.1 1.00 35
442 global -1.0 0.5 -0.389773 .2 0.1 1.00 35
443 global 1.0 0.5 -0.056896 .2 0.1 1.00 10
444 global -1.0 0.5 0.056149 .2 0.1 1.00 11
445 global 1.0 0.5 0.530906 .2 0.1 1.00 36
446 global -1.0 0.5 0.248331 .2 0.1 1.00 36
447 global 1.0 0.5 0.396850 .2 0.1 1.00 11
448 global -1.0 0.5 -0.023544 .2 0.1 1.00 12
449 global 1.0 0.5 -0.057213 .2 0.1 1.00 37
450 global -1.0 0.5 -0.416924 .2 0.1 1.00 37
451 global 1.0 0.5 0.354795 .2 0.1 1.00 12
452 global -1.0 0.5 -0.414004 .2 0.1 1.00 13
